# Program:featureCounts v2.0.1; Command:"featureCounts" "-t" "miRNA" "-g" "ID" "-F" "GFF" "-a" "/home/marianaurera/capstone/hsa.gff3" "-T" "4" "-s" "1" "-o" "/home/marianaurera/capstone/aligned/kidney_counts_newtry.txt" "RXF393_1_sorted.bam" "RXF393_2_sorted.bam" "SKRC39_1_sorted.bam" "SKRC39_2_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	RXF393_1_sorted.bam	RXF393_2_sorted.bam	SKRC39_1_sorted.bam	SKRC39_2_sorted.bam
MIMAT0021121	chr18	13459993	13460013	+	21	0	0	0	0
MIMAT0019065	chr18	13611167	13611188	+	22	0	0	0	0
MIMAT0015030_1	chr18	14830174	14830195	+	22	0	0	0	0
MIMAT0019209_1	chr18	14830215	14830235	+	21	0	0	0	0
MIMAT0005793	chr18	21683559	21683578	+	20	106	471	175	0
MIMAT0000427	chr18	21825712	21825733	-	22	55	42	0	3
MIMAT0026478	chr18	21825749	21825770	-	22	0	0	0	0
MIMAT0000416	chr18	21829015	21829036	-	22	56	4	2	1
MIMAT0019871	chr18	22933407	22933429	+	23	0	0	0	0
MIMAT0005793_1	chr18	24321716	24321735	+	20	100	468	187	3
MIMAT0030984	chr18	26591505	26591525	-	21	0	0	0	0
MIMAT0005932	chr18	30298936	30298952	+	17	0	0	0	0
MIMAT0019360	chr18	35591782	35591803	+	22	0	0	0	0
MIMAT0004561	chr18	35904871	35904892	-	22	0	0	0	0
MIMAT0000262	chr18	35904835	35904856	-	22	1	4	2	3
MIMAT0018206	chr18	35934088	35934110	-	23	71	220	0	0
MIMAT0016869	chr18	37657189	37657205	+	17	0	0	0	0
MIMAT0004974	chr18	39622153	39622172	-	20	0	0	0	0
MIMAT0022281	chr18	39676756	39676777	-	22	0	0	0	0
MIMAT0022282	chr18	39676719	39676740	-	22	0	0	0	0
MIMAT0022281_1	chr18	39676721	39676742	+	22	0	0	0	0
MIMAT0022282_1	chr18	39676758	39676779	+	22	0	0	0	0
MIMAT0016870	chr18	44970140	44970156	-	17	0	0	0	0
MIMAT0019066	chr18	47380503	47380524	+	22	0	0	0	0
MIMAT0019874	chr18	48670602	48670624	+	23	0	0	0	0
MIMAT0022978	chr18	48670648	48670668	+	21	0	0	0	0
MIMAT0019875	chr18	49049737	49049759	-	23	0	0	0	0
MIMAT0007401	chr18	49487402	49487422	+	21	0	0	0	0
MIMAT0016871	chr18	50126509	50126526	-	18	0	0	0	0
MIMAT0019067	chr18	53237156	53237177	+	22	0	0	0	0
MIMAT0019236	chr18	55479226	55479247	+	22	0	0	0	0
MIMAT0019068	chr18	55479270	55479290	+	21	0	0	0	0
MIMAT0000421	chr18	58451088	58451109	+	22	1302	1780	0	2731
MIMAT0004590	chr18	58451124	58451145	+	22	23	8	0	0
MIMAT0019876	chr18	58451121	58451143	-	23	249	274	0	0
MIMAT0019877	chr18	58451087	58451108	-	22	0	0	0	0
MIMAT0021045	chr18	67081607	67081627	+	21	0	0	0	0
MIMAT0021046	chr18	67081645	67081666	+	22	0	0	0	0
MIMAT0022303	chr18	72853365	72853382	-	18	1	1	0	0
MIMAT0022304	chr18	72853321	72853340	-	20	0	0	0	0
MIMAT0005890_3	chr19	72045	72065	+	21	0	0	0	0
MIMAT0019878	chr19	804941	804963	+	23	42	0	0	0
MIMAT0019879	chr19	804977	804999	+	23	0	0	0	0
MIMAT0015069	chr19	813627	813646	+	20	146	342	566	0
MIMAT0019216	chr19	813590	813612	+	23	0	0	0	0
MIMAT0007882	chr19	1816203	1816223	-	21	0	0	0	0
MIMAT0007883	chr19	1816169	1816190	-	22	0	0	0	0
MIMAT0005580	chr19	2234062	2234081	-	20	16	0	116	0
MIMAT0022941	chr19	2234133	2234149	-	17	0	0	0	0
MIMAT0027478	chr19	2235899	2235922	-	24	0	0	0	0
MIMAT0027479	chr19	2235829	2235849	-	21	0	0	0	0
MIMAT0016874	chr19	2250688	2250708	+	21	0	0	0	0
MIMAT0028113	chr19	2434980	2435000	-	21	37	31	0	0
MIMAT0028114	chr19	2434914	2434933	-	20	0	0	0	0
MIMAT0030425	chr19	2630723	2630743	+	21	0	0	0	0
MIMAT0003307	chr19	3961429	3961452	-	24	0	0	0	0
MIMAT0019880	chr19	4445987	4446009	+	23	0	0	0	0
MIMAT0019881	chr19	4446021	4446041	+	21	0	0	0	0
MIMAT0000252_1	chr19	4770700	4770723	+	24	25699	22772	2961	13454
MIMAT0019882	chr19	4932687	4932708	+	22	0	0	0	0
MIMAT0019883	chr19	4932719	4932740	+	22	0	0	0	0
MIMAT0027670	chr19	6389674	6389698	-	25	0	0	0	0
MIMAT0027671	chr19	6389638	6389658	-	21	0	0	0	0
MIMAT0027480	chr19	6392961	6392983	-	23	0	0	0	0
MIMAT0027481	chr19	6392925	6392945	-	21	0	0	0	0
MIMAT0018356	chr19	6416434	6416455	-	22	0	0	0	0
MIMAT0019229	chr19	6416470	6416489	-	20	0	0	0	0
MIMAT0027482	chr19	6736752	6736773	-	22	0	0	0	0
MIMAT0027483	chr19	6736712	6736732	-	21	24	0	0	0
MIMAT0027484	chr19	7617439	7617459	+	21	0	0	0	0
MIMAT0027485	chr19	7617480	7617501	+	22	0	0	0	0
MIMAT0021017	chr19	8389340	8389360	-	21	0	0	0	0
MIMAT0021018	chr19	8389311	8389330	-	20	0	0	0	0
MIMAT0022297	chr19	10038354	10038374	+	21	0	0	0	0
MIMAT0022298	chr19	10038391	10038413	+	23	0	0	0	0
MIMAT0016873	chr19	10230455	10230475	+	21	0	0	0	0
MIMAT0005826	chr19	10403505	10403525	-	21	0	0	0	1
MIMAT0005593	chr19	10552183	10552202	+	20	0	0	0	0
MIMAT0022947	chr19	10552122	10552144	+	23	0	0	0	0
MIMAT0003308	chr19	10718419	10718443	+	25	0	0	0	0
MIMAT0019884	chr19	10780263	10780283	+	21	23	0	0	0
MIMAT0000231_1	chr19	10817469	10817491	-	23	17	23	5	2
MIMAT0000232_1	chr19	10817429	10817450	-	22	1541	1429	194	437
MIMAT0027486	chr19	10828978	10828999	+	22	54	0	0	0
MIMAT0027487	chr19	10829016	10829035	+	20	0	0	0	0
MIMAT0027672	chr19	11113479	11113499	+	21	1	0	0	0
MIMAT0027673	chr19	11113511	11113531	+	21	0	0	0	0
MIMAT0031177	chr19	11495544	11495567	-	24	0	0	0	0
MIMAT0041621	chr19	12703647	12703664	-	18	0	0	0	0
MIMAT0041622	chr19	12703601	12703621	-	21	127	185	0	0
MIMAT0022473	chr19	12787132	12787151	+	20	0	0	0	0
MIMAT0027488	chr19	12852265	12852284	+	20	0	0	0	0
MIMAT0027489	chr19	12852306	12852325	+	20	0	0	0	0
MIMAT0022488	chr19	12920373	12920394	+	22	4	0	0	0
MIMAT0025486	chr19	12940486	12940506	+	21	0	0	0	0
MIMAT0025487	chr19	12940521	12940540	+	20	0	0	0	0
MIMAT0000080	chr19	13836289	13836310	-	22	10601	6987	1343	1923
MIMAT0004497	chr19	13836326	13836347	-	22	236	180	0	1
MIMAT0004501	chr19	13836487	13836508	-	22	124	110	0	1
MIMAT0000084	chr19	13836447	13836467	-	21	113646	140328	11123	33931
MIMAT0004496	chr19	13836630	13836651	-	22	0	0	0	0
MIMAT0000078	chr19	13836595	13836615	-	21	79579	89243	5342	38386
MIMAT0000258	chr19	13874725	13874746	+	22	772	847	13	12
MIMAT0004559	chr19	13874763	13874784	+	22	0	9	1	0
MIMAT0002821	chr19	13874910	13874932	+	23	870	741	2	517
MIMAT0026608	chr19	13874953	13874973	+	21	0	0	0	0
MIMAT0031119	chr19	14073381	14073400	+	20	0	0	0	0
MIMAT0031120	chr19	14073425	14073445	+	21	0	0	0	0
MIMAT0003309	chr19	14529603	14529625	+	23	39	0	0	0
MIMAT0027490	chr19	15179322	15179345	-	24	0	0	0	0
MIMAT0027491	chr19	15179283	15179303	-	21	0	0	0	0
MIMAT0007348	chr19	15449548	15449568	+	21	0	0	0	0
MIMAT0015070	chr19	18282129	18282151	+	23	0	89	0	0
MIMAT0015071	chr19	18386607	18386627	+	21	0	42	0	0
MIMAT0019217	chr19	18386570	18386594	+	25	0	0	0	0
MIMAT0003310	chr19	19435123	19435143	+	21	0	0	0	0
MIMAT0005924	chr19	20399320	20399342	-	23	427	330	0	0
MIMAT0027674	chr19	35122705	35122727	+	23	0	0	0	0
MIMAT0027675	chr19	35122744	35122764	+	21	0	0	0	0
MIMAT0021128	chr19	35345541	35345562	+	22	0	0	0	0
MIMAT0021129	chr19	35345581	35345601	+	21	0	0	0	0
MIMAT0019069	chr19	39409629	39409646	-	18	0	0	0	0
MIMAT0025850	chr19	39829726	39829747	-	22	0	0	0	0
MIMAT0003311	chr19	40282603	40282626	-	24	132	71	0	0
MIMAT0027492	chr19	40369851	40369873	+	23	0	0	0	0
MIMAT0027493	chr19	40369887	40369907	+	21	0	0	0	0
MIMAT0027494	chr19	41869632	41869656	+	25	0	0	0	0
MIMAT0027495	chr19	41869675	41869696	+	22	0	0	0	0
MIMAT0016875	chr19	42133455	42133472	-	18	0	0	0	0
MIMAT0031004	chr19	42351174	42351195	+	22	0	0	0	0
MIMAT0019070	chr19	44653689	44653705	-	17	0	0	0	0
MIMAT0031012	chr19	44758667	44758687	+	21	0	0	0	0
MIMAT0023713	chr19	45436654	45436673	+	20	0	0	0	0
MIMAT0004693	chr19	45639049	45639070	-	22	151	186	1	1
MIMAT0000751	chr19	45639009	45639031	-	23	200	95	0	0
MIMAT0003312	chr19	45674943	45674964	+	22	0	0	0	0
MIMAT0020924	chr19	45674978	45674999	+	22	44	0	0	0
MIMAT0018444	chr19	45674941	45674962	-	22	0	0	0	0
MIMAT0022736	chr19	45674978	45674999	-	22	0	0	0	0
MIMAT0003886	chr19	46018961	46018982	+	22	40	51	0	0
MIMAT0003887	chr19	46019000	46019022	+	23	118	47	1	0
MIMAT0015072	chr19	46709294	46709311	-	18	3	6	4	0
MIMAT0015073	chr19	47226955	47226974	+	20	22	19	0	0
MIMAT0022839	chr19	47226988	47227010	+	23	0	0	0	0
MIMAT0015075	chr19	47226952	47226974	-	23	13	99	0	0
MIMAT0022732	chr19	47226990	47227011	-	22	0	0	0	0
MIMAT0027496	chr19	49009911	49009933	+	23	0	0	0	0
MIMAT0027497	chr19	49009952	49009972	+	21	0	0	0	0
MIMAT0016876	chr19	49308807	49308826	-	20	0	0	0	0
MIMAT0000451	chr19	49500832	49500853	-	22	2046	2982	1277	3774
MIMAT0004610	chr19	49500797	49500818	-	22	0	0	0	0
MIMAT0021080	chr19	49682122	49682145	+	24	0	0	0	0
MIMAT0027041	chr19	49682174	49682194	+	21	0	0	0	0
MIMAT0027498	chr19	49791871	49791890	+	20	0	0	0	0
MIMAT0027499	chr19	49791912	49791934	+	23	0	0	0	0
MIMAT0027500	chr19	49832022	49832042	+	21	0	0	0	0
MIMAT0027501	chr19	49832076	49832096	+	21	0	0	0	0
MIMAT0019885	chr19	49854593	49854614	+	22	0	0	0	0
MIMAT0019886	chr19	49854632	49854651	+	20	0	0	0	0
MIMAT0019887	chr19	49888177	49888198	+	22	0	0	0	0
MIMAT0022979	chr19	49888209	49888230	+	22	0	0	0	0
MIMAT0019888	chr19	49933073	49933096	+	24	0	0	0	0
MIMAT0031001	chr19	51206939	51206962	-	24	0	0	0	0
MIMAT0000689	chr19	51692618	51692639	+	22	16597	18256	3991	3689
MIMAT0004678	chr19	51692656	51692677	+	22	938	2302	3	584
MIMAT0000066	chr19	51692793	51692814	+	22	12097	8828	666	4127
MIMAT0004485	chr19	51692838	51692859	+	22	208	352	514	1049
MIMAT0000443	chr19	51693268	51693291	+	24	15383	18701	1728	4333
MIMAT0004602	chr19	51693306	51693327	+	22	55	83	0	0
MIMAT0027502	chr19	52222025	52222047	+	23	0	0	0	0
MIMAT0027503	chr19	52222074	52222093	+	20	0	0	0	0
MIMAT0003313	chr19	52281857	52281878	+	22	0	0	0	0
MIMAT0002822	chr19	53666692	53666714	+	23	0	0	0	0
MIMAT0002823	chr19	53666729	53666750	+	22	0	0	0	0
MIMAT0002822_1	chr19	53669176	53669198	+	23	0	0	0	0
MIMAT0002823_1	chr19	53669213	53669234	+	22	0	0	0	0
MIMAT0005795	chr19	53671978	53671999	+	22	0	0	0	0
MIMAT0002824	chr19	53674230	53674252	+	23	0	0	0	0
MIMAT0037323	chr19	53674266	53674288	+	23	0	0	0	0
MIMAT0002825	chr19	53675764	53675784	+	21	0	0	0	0
MIMAT0037324	chr19	53675726	53675747	+	22	0	0	0	0
MIMAT0002826	chr19	53679016	53679039	+	24	0	0	0	0
MIMAT0002827	chr19	53679053	53679074	+	22	0	0	0	0
MIMAT0002828	chr19	53679953	53679974	+	22	0	0	0	0
MIMAT0002829	chr19	53679991	53680012	+	22	0	0	0	0
MIMAT0002830	chr19	53682213	53682234	+	22	0	0	0	0
MIMAT0026609	chr19	53682173	53682194	+	22	0	0	0	0
MIMAT0002826_1	chr19	53685022	53685045	+	24	0	0	0	0
MIMAT0002827_1	chr19	53685059	53685080	+	22	0	0	0	0
MIMAT0002831	chr19	53686484	53686505	+	22	0	0	0	0
MIMAT0002832	chr19	53686522	53686543	+	22	0	0	0	0
MIMAT0005799	chr19	53688494	53688515	+	22	0	0	0	0
MIMAT0002833	chr19	53690895	53690915	+	21	0	0	0	0
MIMAT0002834	chr19	53690933	53690954	+	22	0	0	0	0
MIMAT0002835	chr19	53694406	53694428	+	23	0	0	0	0
MIMAT0002836	chr19	53694443	53694464	+	22	0	0	0	0
MIMAT0005454	chr19	53695225	53695246	+	22	0	0	0	0
MIMAT0002837	chr19	53695263	53695284	+	22	0	0	0	0
MIMAT0002838	chr19	53697547	53697567	+	21	0	0	0	0
MIMAT0002839	chr19	53697584	53697605	+	22	0	0	0	0
MIMAT0005449	chr19	53698400	53698421	+	22	0	0	0	0
MIMAT0002840	chr19	53698437	53698459	+	23	0	0	0	0
MIMAT0002841	chr19	53700030	53700051	+	22	0	0	0	0
MIMAT0002842	chr19	53700067	53700087	+	21	0	0	0	0
MIMAT0002843	chr19	53701267	53701287	+	21	0	0	0	0
MIMAT0037325	chr19	53701228	53701248	+	21	0	0	0	0
MIMAT0002844	chr19	53702787	53702808	+	22	0	0	0	0
MIMAT0002845	chr19	53706266	53706287	+	22	0	0	0	0
MIMAT0037326	chr19	53706303	53706324	+	22	0	0	0	0
MIMAT0005455	chr19	53707468	53707489	+	22	0	0	0	0
MIMAT0002846	chr19	53707506	53707527	+	22	0	0	0	0
MIMAT0002847	chr19	53708758	53708780	+	23	0	0	0	0
MIMAT0002848	chr19	53708796	53708818	+	23	0	0	0	0
MIMAT0002849	chr19	53711017	53711038	+	22	0	0	0	0
MIMAT0002850	chr19	53711054	53711074	+	21	0	0	0	0
MIMAT0002851	chr19	53712282	53712303	+	22	0	0	0	0
MIMAT0002852	chr19	53712321	53712342	+	22	0	0	0	0
MIMAT0002853	chr19	53713400	53713421	+	22	0	0	0	0
MIMAT0026610	chr19	53713361	53713385	+	25	0	0	0	0
MIMAT0002854	chr19	53716647	53716668	+	22	0	0	0	0
MIMAT0002855	chr19	53720111	53720130	+	20	0	0	0	0
MIMAT0002856	chr19	53720149	53720170	+	22	0	0	0	0
MIMAT0002851_1	chr19	53721081	53721102	+	22	0	0	0	0
MIMAT0002857	chr19	53721118	53721139	+	22	0	0	0	0
MIMAT0002858	chr19	53722220	53722243	+	24	0	0	0	0
MIMAT0026611	chr19	53722182	53722204	+	23	0	0	0	0
MIMAT0002859	chr19	53725457	53725478	+	22	0	0	0	0
MIMAT0002860	chr19	53725497	53725514	+	18	0	0	0	0
MIMAT0002845_1	chr19	53726928	53726949	+	22	0	0	0	0
MIMAT0005450	chr19	53729853	53729874	+	22	0	0	0	0
MIMAT0002861	chr19	53729891	53729911	+	21	0	0	0	0
MIMAT0005457	chr19	53731019	53731038	+	20	0	0	0	0
MIMAT0002863	chr19	53731056	53731077	+	22	0	0	0	0
MIMAT0005456	chr19	53734892	53734913	+	22	0	0	0	0
MIMAT0002864	chr19	53734929	53734949	+	21	0	0	0	0
MIMAT0002859_1	chr19	53736860	53736881	+	22	0	0	0	0
MIMAT0002860_1	chr19	53736905	53736922	+	18	0	0	0	0
MIMAT0005457_1	chr19	53739348	53739367	+	20	0	0	0	0
MIMAT0002863_1	chr19	53739385	53739406	+	22	0	0	0	0
MIMAT0002851_2	chr19	53741332	53741353	+	22	0	0	0	0
MIMAT0002866	chr19	53741369	53741390	+	22	0	0	0	0
MIMAT0002867	chr19	53742566	53742587	+	22	0	0	0	0
MIMAT0002854_1	chr19	53748689	53748710	+	22	0	0	0	0
MIMAT0005451	chr19	53751226	53751247	+	22	0	0	0	0
MIMAT0002868	chr19	53751264	53751285	+	22	0	0	0	0
MIMAT0005452	chr19	53752411	53752432	+	22	0	0	0	0
MIMAT0002869	chr19	53752449	53752470	+	22	0	0	0	0
MIMAT0002862	chr19	53754031	53754050	+	20	0	0	0	0
MIMAT0004770	chr19	53756756	53756778	+	23	21	15	0	0
MIMAT0006778	chr19	53756801	53756818	+	18	0	0	0	0
MIMAT0005799_1	chr19	53758245	53758266	+	22	0	0	0	0
MIMAT0004770_1	chr19	53761148	53761170	+	23	21	24	0	0
MIMAT0006778_1	chr19	53761193	53761210	+	18	0	0	0	0
MIMAT0002869_1	chr19	53762397	53762418	+	22	0	0	0	0
MIMAT0037327	chr19	53762358	53762378	+	21	0	0	0	0
MIMAT0004687	chr19	53787680	53787699	+	20	0	0	0	0
MIMAT0000723	chr19	53787716	53787738	+	23	0	0	0	0
MIMAT0019892	chr19	53787715	53787736	-	22	0	0	0	0
MIMAT0019893	chr19	53787678	53787700	-	23	0	0	0	0
MIMAT0000724	chr19	53787931	53787953	+	23	0	0	0	0
MIMAT0026484	chr19	53787895	53787917	+	23	0	0	0	0
MIMAT0000725	chr19	53788710	53788731	+	22	0	0	0	0
MIMAT0000726	chr19	53788748	53788770	+	23	0	0	0	0
MIMAT0004978	chr19	53982362	53982384	+	23	133	139	0	0
MIMAT0019889	chr19	54282118	54282139	+	22	0	0	0	0
MIMAT0030988	chr19	54645319	54645339	+	21	0	0	0	0
MIMAT0031178	chr19	55123225	55123242	-	18	1	1	0	0
MIMAT0027508	chr19	55230927	55230947	-	21	0	0	0	0
MIMAT0027509	chr19	55230885	55230906	-	22	0	0	0	0
MIMAT0027504	chr19	55239952	55239971	-	20	0	0	0	0
MIMAT0027505	chr19	55239912	55239933	-	22	0	34	0	0
MIMAT0027506	chr19	55245224	55245245	-	22	0	0	0	0
MIMAT0027507	chr19	55245186	55245207	-	22	18	0	408	0
MIMAT0027510	chr19	55388186	55388207	+	22	0	0	0	0
MIMAT0027511	chr19	55388220	55388242	+	23	0	0	0	0
MIMAT0027512	chr19	58334693	58334716	+	24	0	0	0	0
MIMAT0027513	chr19	58334730	58334751	+	22	0	0	0	0
MIMAT0019894	chr19	58386827	58386849	-	23	0	0	0	0
MIMAT0041619	chr19	58393364	58393387	+	24	0	0	0	0
MIMAT0041620	chr19	58393424	58393446	+	23	0	0	0	0
MIMAT0027514	chr19	58550285	58550306	+	22	0	0	0	0
MIMAT0027515	chr19	58550354	58550376	+	23	0	0	0	0
MIMAT0028226	chr2	5974662	5974685	+	24	0	0	0	0
MIMAT0028227	chr2	5974712	5974732	+	21	0	0	0	0
MIMAT0029310	chr2	6650418	6650435	+	18	0	0	0	0
MIMAT0016890	chr2	10192624	10192639	-	16	0	0	0	0
MIMAT0018944	chr2	11540652	11540671	-	20	5	0	2	0
MIMAT0014987	chr2	11767495	11767517	+	23	0	0	0	0
MIMAT0016894	chr2	11836943	11836959	-	17	0	0	0	0
MIMAT0018108	chr2	12199138	12199159	+	22	0	0	0	0
MIMAT0018109	chr2	12199174	12199195	+	22	0	0	0	0
MIMAT0014988	chr2	12737376	12737395	+	20	0	46	0	0
MIMAT0019901	chr2	19348439	19348461	+	23	0	0	0	0
MIMAT0019902	chr2	19348476	19348497	+	22	0	0	0	0
MIMAT0005797	chr2	25328651	25328674	-	24	163	266	0	0
MIMAT0026639	chr2	25328689	25328707	-	19	0	0	0	0
MIMAT0016898	chr2	27996422	27996439	+	18	0	0	0	0
MIMAT0003222	chr2	32532213	32532231	+	19	0	0	0	0
MIMAT0019916	chr2	32635300	32635321	+	22	0	0	0	0
MIMAT0018945	chr2	33418519	33418536	+	18	0	0	0	0
MIMAT0018946	chr2	35471453	35471474	+	22	0	0	0	0
MIMAT0032114	chr2	35471420	35471439	+	20	0	0	0	0
MIMAT0003223	chr2	47377690	47377710	+	21	0	0	0	0
MIMAT0031175	chr2	49059603	49059624	+	22	0	0	0	0
MIMAT0033692	chr2	50696172	50696192	-	21	0	0	0	0
MIMAT0018947	chr2	52702588	52702609	-	22	0	0	0	0
MIMAT0018110	chr2	53849136	53849156	-	21	49	0	0	0
MIMAT0019222	chr2	53849170	53849191	-	22	0	0	0	0
MIMAT0000274	chr2	55983020	55983042	-	23	0	0	0	0
MIMAT0037308	chr2	55982984	55983005	-	22	0	0	0	0
MIMAT0000273	chr2	55989020	55989041	-	22	0	0	0	0
MIMAT0022844	chr2	55988981	55989002	-	22	0	0	0	0
MIMAT0004959	chr2	56000764	56000785	-	22	0	0	0	0
MIMAT0026721	chr2	56000724	56000747	-	24	0	0	0	0
MIMAT0018948	chr2	60387362	60387381	-	20	0	0	0	0
MIMAT0021123	chr2	62205882	62205903	+	22	0	0	0	0
MIMAT0030413	chr2	64340809	64340829	-	21	0	0	0	0
MIMAT0030414	chr2	64340769	64340789	-	21	0	0	0	0
MIMAT0018949	chr2	64340809	64340829	+	21	0	0	0	0
MIMAT0020956	chr2	64340770	64340790	+	21	0	0	0	0
MIMAT0018950	chr2	64525520	64525537	+	18	0	0	0	0
MIMAT0019936	chr2	66358297	66358318	-	22	0	0	0	0
MIMAT0019937	chr2	66358257	66358278	-	22	0	0	0	0
MIMAT0014989	chr2	69103691	69103712	+	22	0	47	0	0
MIMAT0015377	chr2	69103727	69103748	+	22	0	0	0	0
MIMAT0005876	chr2	70252933	70252954	-	22	0	0	0	0
MIMAT0021019	chr2	75090835	75090856	+	22	0	0	0	0
MIMAT0021020	chr2	75090873	75090894	+	22	0	0	0	0
MIMAT0016899	chr2	79649333	79649349	-	17	0	0	0	0
MIMAT0031007	chr2	79866551	79866573	-	23	0	0	0	0
MIMAT0023696	chr2	85783657	85783675	-	19	0	0	0	0
MIMAT0019938	chr2	86193037	86193058	-	22	0	0	0	0
MIMAT0019925	chr2	87194830	87194850	+	21	0	0	0	0
MIMAT0018951	chr2	87629764	87629785	+	22	0	23	0	0
MIMAT0019939	chr2	88082528	88082549	-	22	0	0	0	0
MIMAT0018952	chr2	88812425	88812445	+	21	0	0	0	0
MIMAT0014990	chr2	96798288	96798310	+	23	0	0	0	0
MIMAT0019201	chr2	96798324	96798345	+	22	0	0	0	0
MIMAT0022489	chr2	101309453	101309474	+	22	0	0	0	0
MIMAT0019926	chr2	102432300	102432321	+	22	0	0	0	0
MIMAT0019927	chr2	102432336	102432357	+	22	0	0	0	0
MIMAT0016891	chr2	109141500	109141518	-	19	0	0	0	0
MIMAT0016892	chr2	109313581	109313596	-	16	0	0	0	0
MIMAT0016893	chr2	110070017	110070032	-	16	0	0	0	0
MIMAT0019940	chr2	110086490	110086511	-	22	0	0	0	0
MIMAT0019941	chr2	110086443	110086464	-	22	0	0	0	0
MIMAT0019940_1	chr2	110284865	110284886	+	22	0	0	0	0
MIMAT0019941_1	chr2	110284912	110284933	+	22	0	0	0	0
MIMAT0018951_1	chr2	111321061	111321082	-	22	0	16	0	0
MIMAT0019925_1	chr2	111771070	111771090	-	21	0	0	0	0
MIMAT0005890_4	chr2	113583004	113583024	-	21	0	0	0	0
MIMAT0019944	chr2	113721338	113721359	-	22	0	0	0	0
MIMAT0019945	chr2	113721298	113721319	-	22	0	0	0	0
MIMAT0019946	chr2	127423586	127423606	-	21	0	0	0	0
MIMAT0019947	chr2	127423546	127423568	-	23	0	0	0	0
MIMAT0019948	chr2	131491208	131491227	-	20	0	0	0	0
MIMAT0005867	chr2	132256970	132256991	-	22	0	0	0	36
MIMAT0039766	chr2	132433731	132433750	+	20	0	0	0	0
MIMAT0018104	chr2	134127130	134127152	+	23	106	103	0	0
MIMAT0018105	chr2	134127168	134127189	+	22	0	0	0	0
MIMAT0022299	chr2	134857820	134857840	+	21	0	0	0	0
MIMAT0022300	chr2	134857853	134857873	+	21	0	0	0	0
MIMAT0000424	chr2	135665446	135665466	+	21	645	758	0	813
MIMAT0026477	chr2	135665411	135665433	+	23	1	0	0	0
MIMAT0028224	chr2	140586663	140586685	-	23	0	0	0	0
MIMAT0028225	chr2	140586626	140586647	-	22	0	0	0	0
MIMAT0039319	chr2	149330300	149330321	-	22	0	0	0	0
MIMAT0019928	chr2	151368381	151368402	+	22	0	0	0	0
MIMAT0019928_1	chr2	151368343	151368364	-	22	0	0	0	0
MIMAT0027676	chr2	159186840	159186859	+	20	0	0	0	0
MIMAT0027677	chr2	159186881	159186901	+	21	0	0	0	0
MIMAT0019949	chr2	160407819	160407839	-	21	4	0	0	0
MIMAT0019929	chr2	168582953	168582974	+	22	0	0	0	0
MIMAT0019930	chr2	168582989	168583009	+	21	0	0	0	0
MIMAT0004976	chr2	175167642	175167663	-	22	0	0	0	0
MIMAT0000254	chr2	176150329	176150351	+	23	1328	1426	4	7
MIMAT0004556	chr2	176150368	176150389	+	22	0	0	0	0
MIMAT0030019	chr2	176188843	176188861	+	19	5	11	0	36
MIMAT0005898	chr2	176601024	176601042	-	19	84	188	53	343
MIMAT0018962	chr2	177212768	177212785	+	18	0	6	0	0
MIMAT0014991	chr2	177255984	177256006	-	23	0	0	0	0
MIMAT0025480	chr2	177313853	177313874	-	22	0	0	0	0
MIMAT0025481	chr2	177313811	177313832	-	22	0	0	0	0
MIMAT0005909	chr2	179860845	179860865	-	21	0	0	0	0
MIMAT0018953	chr2	181305593	181305613	-	21	0	0	0	0
MIMAT0018954	chr2	184379017	184379037	+	21	0	0	0	0
MIMAT0003225	chr2	188297552	188297573	+	22	0	0	0	0
MIMAT0022706	chr2	188297517	188297538	+	22	50	0	0	0
MIMAT0005897	chr2	188978136	188978156	+	21	0	0	0	0
MIMAT0019950	chr2	188978133	188978153	-	21	0	0	0	0
MIMAT0019951	chr2	188978099	188978120	-	22	0	0	0	0
MIMAT0017983	chr2	188995645	188995665	+	21	0	0	0	0
MIMAT0022965	chr2	188995671	188995691	+	21	0	0	0	0
MIMAT0014992	chr2	189133082	189133103	-	22	0	0	0	0
MIMAT0019202	chr2	189133044	189133065	-	22	0	0	0	0
MIMAT0014994	chr2	206783245	206783265	-	21	0	0	0	0
MIMAT0014995	chr2	206783276	206783296	-	21	26	13	179	101
MIMAT0014994_1	chr2	206783277	206783297	+	21	0	0	0	0
MIMAT0014995_1	chr2	206783246	206783266	+	21	25	30	189	94
MIMAT0016895	chr2	207110043	207110063	-	21	0	0	0	0
MIMAT0017950	chr2	207109999	207110020	-	22	0	39	0	0
MIMAT0030420	chr2	207166402	207166422	+	21	0	0	0	0
MIMAT0005890_5	chr2	207269328	207269348	-	21	0	0	0	0
MIMAT0019931	chr2	207754816	207754837	+	22	0	31	0	0
MIMAT0005895_1	chr2	212426284	212426302	-	19	0	0	0	0
MIMAT0019932	chr2	212926306	212926327	-	22	0	0	0	0
MIMAT0019933	chr2	212926261	212926283	-	23	0	0	0	0
MIMAT0019932_1	chr2	212926266	212926287	+	22	0	0	0	0
MIMAT0019933_1	chr2	212926310	212926332	+	23	0	0	0	0
MIMAT0018956	chr2	213758122	213758142	+	21	0	0	0	0
MIMAT0027518	chr2	217900602	217900623	-	22	51	0	0	0
MIMAT0027519	chr2	217900513	217900533	-	21	0	1	0	0
